Title,Year,Genre,budget,opening weekend,worldwide gross,Rotten Tomatoes score
300: Rise of an Empire,2014,"Action, Drama",110000000.0,5626334.183333334,337580051.0,45
Over the Hedge,2006,"Animation, Adventure, Comedy",80000000.0,5663264.833333333,339795890.0,75
Enchanted,2007,"Animation, Adventure, Comedy",85000000.0,5674797.266666667,340487836.0,93
The Flintstones,1994,"Comedy, Family, Fantasy",46000000.0,5693853.466666667,341631208.0,21
Wanted,2008,"Action, Crime, Thriller",75000000.0,5707717.716666667,342463063.0,71
Alvin and the Chipmunks: Chipwrecked,2011,"Animation, Adventure, Comedy",75000000.0,5711590.583333333,342695435.0,12
The SpongeBob Movie: Sponge Out of Water,2015,"Animation, Adventure, Comedy",74000000.0,5419767.2,325186032.0,81
The Hunchback of Notre Dame,1996,"Animation, Drama, Family",100000000.0,5422314.183333334,325338851.0,71
The Hunchback of Notre Dame,1996,"Animation, Drama, Family",100000000.0,5422314.183333334,325338851.0,71
Taken 3,2014,"Action, Crime, Thriller",48000000.0,5441319.016666667,326479141.0,13
The Devil Wears Prada,2006,"Comedy, Drama",35000000.0,5445101.916666667,326706115.0,75
Crocodile Dundee,1986,"Action, Adventure, Comedy",5000000.0,5470058.433333334,328203506.0,89
The Perfect Storm,2000,"Action, Adventure, Drama",120000000.0,5478640.566666666,328718434.0,85
Black Swan,2010,"Drama, Thriller",13000000.0,5489967.433333334,329398046.0,85
Meet the Parents,2000,"Comedy, Romance",55000000.0,5507400.75,330444045.0,84
22 Jump Street,2014,"Action, Comedy, Crime",50000000.0,5522231.266666667,331333876.0,84
The Good Dinosaur,2015,"Animation, Adventure, Comedy",175000000.0,5536794.516666667,332207671.0,75
Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",40000000.0,5541666.7,332500002.0,63
Tomorrow Never Dies,1997,"Action, Adventure, Thriller",110000000.0,5550184.466666667,333011068.0,57
Indiana Jones and the Temple of Doom,1984,"Action, Adventure",28000000.0,5551787.85,333107271.0,83
The Proposal,2009,"Comedy, Drama, Romance",40000000.0,5289583.85,317375031.0,45
The Last Airbender,2010,"Action, Adventure, Family",150000000.0,5328564.683333334,319713881.0,5
Fatal Attraction,1987,"Drama, Thriller",14000000.0,5335761.55,320145693.0,75
The Conjuring,2013,"Horror, Mystery, Thriller",13000000.0,5340104.033333333,320406242.0,86
Inglourious Basterds,2009,"Adventure, Drama, War",70000000.0,5357629.116666666,321457747.0,89
Robin Hood,2010,"Action, Adventure, Drama",200000000.0,5361162.35,321669741.0,43
Robin Hood,2010,"Action, Adventure, Drama",200000000.0,5361162.35,321669741.0,43
Robin Hood,2010,"Action, Adventure, Drama",200000000.0,5361162.35,321669741.0,43
Lethal Weapon 3,1992,"Action, Crime, Thriller",35000000.0,5362192.116666666,321731527.0,58
The Conjuring 2,2016,"Horror, Mystery, Thriller",40000000.0,5363905.85,321834351.0,80
Megamind,2010,"Animation, Action, Comedy",130000000.0,5364762.75,321885765.0,72
Schindler's List,1993,"Biography, Drama, History",22000000.0,5369354.083333333,322161245.0,98
Bolt,2008,"Animation, Adventure, Comedy",150000000.0,5166333.233333333,309979994.0,90
Little Fockers,2010,"Comedy, Romance",100000000.0,5177509.75,310650585.0,9
Ocean's Thirteen,2007,"Crime, Thriller",85000000.0,5188543.733333333,311312624.0,70
Austin Powers: The Spy Who Shagged Me,1999,"Action, Adventure, Comedy",33000000.0,5200282.133333334,312016928.0,53
Maze Runner: The Scorch Trials,2015,"Action, Adventure, Sci-Fi",61000000.0,5204934.266666667,312296056.0,48
As Good as It Gets,1997,"Comedy, Drama, Romance",50000000.0,5236300.183333334,314178011.0,86
Chicken Little,2005,"Animation, Adventure, Comedy",150000000.0,5240547.283333333,314432837.0,36
The Expendables 2,2012,"Action, Adventure, Thriller",100000000.0,5249599.25,314975955.0,67
Air Force One,1997,"Action, Drama, Thriller",85000000.0,5252606.816666666,315156409.0,78
Beverly Hills Cop,1984,"Action, Comedy, Crime",15000000.0,5272674.633333334,316360478.0,83
A Beautiful Mind,2001,"Biography, Drama",60000000.0,5279854.283333333,316791257.0,74
The Polar Express,2004,"Animation, Adventure, Comedy",165000000.0,5281629.783333333,316897787.0,56
Wrath of the Titans,2012,"Action, Adventure, Fantasy",150000000.0,5032834.716666667,301970083.0,26
G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi",175000000.0,5041150.283333333,302469017.0,33
Battleship,2012,"Action, Adventure, Sci-Fi",209000000.0,5050424.75,303025485.0,33
Mulan,1998,"Animation, Adventure, Comedy",90000000.0,5072004.233333333,304320254.0,86
Bridesmaids,2011,"Comedy, Romance",32500000.0,5107368.083333333,306442085.0,89
Chicago,2002,"Comedy, Crime, Musical",45000000.0,5112945.533333333,306776732.0,86
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",20000000.0,5114818.566666666,306889114.0,94
Rise of the Guardians,2012,"Animation, Action, Adventure",145000000.0,5115694.5,306941670.0,74
The Pursuit of Happyness,2006,"Biography, Drama",55000000.0,5118793.75,307127625.0,67
The Blind Side,2009,"Biography, Drama, Sport",29000000.0,5153861.566666666,309231694.0,66
Runaway Bride,1999,"Comedy, Romance",70000000.0,5157671.533333333,309460292.0,46
Ransom,1996,"Action, Crime, Thriller",80000000.0,5158211.35,309492681.0,74
X-Men,2000,"Action, Adventure, Sci-Fi",75000000.0,4938992.133333334,296339528.0,82
Ghostbusters,1984,"Action, Comedy, Fantasy",144000000.0,4942979.95,296578797.0,95
Austin Powers in Goldmember,2002,"Action, Adventure, Comedy",63000000.0,4948980.016666667,296938801.0,53
Real Steel,2011,"Action, Drama, Sci-Fi",110000000.0,4987808.466666667,299268508.0,60
My Best Friend's Wedding,1997,"Comedy, Drama, Romance",38000000.0,4988143.416666667,299288605.0,74
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",170000000.0,4997013.3,299820798.0,29
Beverly Hills Cop II,1987,"Action, Comedy, Crime",20000000.0,4999417.266666667,299965036.0,46
Stuart Little,1999,"Adventure, Comedy, Family",133000000.0,5002256.116666666,300135367.0,67
Resident Evil: Afterlife,2010,"Action, Horror, Sci-Fi",60000000.0,5003801.4,300228084.0,21
Rambo: First Blood Part II,1985,"Action, Adventure, Thriller",44000000.0,5006673.866666666,300400432.0,33
Superman,1978,"Action, Adventure, Sci-Fi",55000000.0,5007974.15,300478449.0,93
Hook,1991,"Adventure, Comedy, Family",70000000.0,5014247.05,300854823.0,29
American Pie 2,2001,Comedy,30000000.0,4792559.916666667,287553595.0,52
Casper,1995,"Comedy, Family, Fantasy",50000000.0,4798803.233333333,287928194.0,51
Divergent,2014,"Action, Adventure, Mystery",85000000.0,4814763.633333334,288885818.0,41
Shakespeare in Love,1998,"Comedy, Drama, History",25000000.0,4821963.233333333,289317794.0,92
Sex and the City 2,2010,"Comedy, Drama, Romance",100000000.0,4845750.916666667,290745055.0,15
The Bourne Supremacy,2004,"Action, Mystery, Thriller",75000000.0,4847254.483333333,290835269.0,82
What Lies Beneath,2000,"Drama, Horror, Mystery",100000000.0,4857005.85,291420351.0,47
The Departed,2006,"Crime, Drama, Thriller",90000000.0,4858007.533333333,291480452.0,90
G-Force,2009,"Animation, Action, Adventure",150000000.0,4880298.3,292817898.0,22
Salt,2010,"Action, Thriller",110000000.0,4891722.566666666,293503354.0,62
Bee Movie,2007,"Animation, Adventure, Comedy",150000000.0,4891905.6,293514336.0,49
Shutter Island,2010,"Mystery, Thriller",80000000.0,4913428.283333333,294805697.0,68
Lincoln,2012,"Biography, Drama, History",65000000.0,4588224.166666667,275293450.0,89
Scooby-Doo,2002,"Adventure, Comedy, Family",84000000.0,4594643.55,275678613.0,32
Mr. Peabody & Sherman,2014,"Animation, Adventure, Comedy",145000000.0,4594967.316666666,275698039.0,81
The Bourne Legacy,2012,"Action, Adventure, Thriller",130000000.0,4602412.5,276144750.0,55
The Tourist,2010,"Action, Thriller",100000000.0,4646340.683333334,278780441.0,21
Bridget Jones's Diary,2001,"Comedy, Drama, Romance",25000000.0,4699926.833333333,281995610.0,80
Paddington,2014,"Adventure, Comedy, Family",55000000.0,4706294.716666667,282377683.0,97
Turbo,2013,"Animation, Adventure, Comedy",135000000.0,4709511.366666666,282570682.0,67
John Carter,2012,"Action, Adventure, Sci-Fi",260000000.0,4735651.666666667,284139100.0,52
Lethal Weapon 4,1998,"Action, Crime, Thriller",140000000.0,4757410.05,285444603.0,52
Elysium,2013,"Action, Drama, Sci-Fi",115000000.0,4769011.666666667,286140700.0,64
Oblivion,2013,"Action, Adventure, Sci-Fi",120000000.0,4769476.2,286168572.0,54
The Green Mile,1999,"Crime, Drama, Fantasy",60000000.0,4780022.9,286801374.0,79
Pitch Perfect 2,2015,"Comedy, Music",29000000.0,4785734.65,287144079.0,65
The Princess and the Frog,2009,"Animation, Adventure, Comedy",105000000.0,4450762.75,267045765.0,85
Bambi,1942,"Animation, Adventure, Drama",858000.0,4457452.5,267447150.0,91
Exodus: Gods and Kings,2014,"Action, Adventure, Drama",140000000.0,4469593.85,268175631.0,30
Epic,2013,"Animation, Action, Adventure",100000000.0,4473777.233333333,268426634.0,64
American Gangster,2007,"Biography, Crime, Drama",100000000.0,4495923.833333333,269755430.0,81
Gran Torino,2008,Drama,33000000.0,4499303.8,269958228.0,81
The Firm,1993,"Drama, Mystery, Thriller",42000000.0,4504139.45,270248367.0,76
Neighbors,2014,Comedy,18000000.0,4511085.566666666,270665134.0,73
Grown Ups,2010,Comedy,80000000.0,4524288.35,271457301.0,11
The Silence of the Lambs,1991,"Crime, Drama, Thriller",19000000.0,4545715.366666666,272742922.0,95
Lilo & Stitch,2002,"Animation, Adventure, Comedy",80000000.0,4552402.516666667,273144151.0,87
Bad Boys II,2003,"Action, Comedy, Crime",130000000.0,4555659.266666667,273339556.0,23
Cloudy with a Chance of Meatballs 2,2013,"Animation, Adventure, Comedy",78000000.0,4572099.15,274325949.0,71
The Expendables,2010,"Action, Adventure, Thriller",80000000.0,4574506.566666666,274470394.0,42
The Lone Ranger,2013,"Action, Adventure, Western",255000000.0,4341701.916666667,260502115.0,31
Total Recall,1990,"Action, Adventure, Sci-Fi",65000000.0,4355298.683333334,261317921.0,83
Total Recall,1990,"Action, Adventure, Sci-Fi",65000000.0,4355298.683333334,261317921.0,83
Robots,2005,"Animation, Adventure, Comedy",75000000.0,4375191.5,262511490.0,64
The Fifth Element,1997,"Action, Adventure, Sci-Fi",90000000.0,4398669.666666667,263920180.0,71
Charlie's Angels,2000,"Action, Adventure, Comedy",92000000.0,4401759.083333333,264105545.0,68
Charlie's Angels,2000,"Action, Adventure, Comedy",92000000.0,4401759.083333333,264105545.0,68
The Truman Show,1998,"Comedy, Drama",60000000.0,4401970.016666667,264118201.0,95
Waterworld,1995,"Action, Adventure, Sci-Fi",175000000.0,4403637.0,264218220.0,45
The Incredible Hulk,2008,"Action, Adventure, Sci-Fi",150000000.0,4412849.933333334,264770996.0,67
Bridget Jones: The Edge of Reason,2004,"Comedy, Drama, Romance",50000000.0,4418781.966666667,265126918.0,27
Something's Gotta Give,2003,"Comedy, Drama, Romance",80000000.0,4422145.633333334,265328738.0,72
Batman Returns,1992,"Action, Crime, Fantasy",80000000.0,4448588.116666666,266915287.0,81
High School Musical 3: Senior Year,2008,"Comedy, Drama, Family",0.0,4215152.95,252909177.0,64
Wild Hogs,2007,"Action, Adventure, Comedy",0.0,4227090.45,253625427.0,14
Babe,1995,"Comedy, Drama, Family",30000000.0,4235581.833333333,254134910.0,97
Cliffhanger,1993,"Action, Adventure, Thriller",70000000.0,4250003.516666667,255000211.0,67
Marley & Me,2008,"Drama, Family",60000000.0,4262384.883333334,255743093.0,63
Erin Brockovich,2000,"Biography, Drama",52000000.0,4271188.1,256271286.0,85
The Village,2004,"Drama, Mystery, Thriller",60000000.0,4278292.0,256697520.0,43
Annabelle,2014,"Horror, Mystery, Thriller",6500000.0,4293162.016666667,257589721.0,28
The Full Monty,1997,"Comedy, Drama",3500000.0,4298977.483333333,257938649.0,96
Rush Hour 3,2007,"Action, Comedy, Crime",140000000.0,4301618.7,258097122.0,17
Halloween,1978,"Horror, Thriller",300000.0,4332330.583333333,259939835.0,96
Halloween,1978,"Horror, Thriller",300000.0,4332330.583333333,259939835.0,96
Halloween,1978,"Horror, Thriller",300000.0,4332330.583333333,259939835.0,96
Super 8,2011,"Action, Mystery, Sci-Fi",50000000.0,4334933.1,260095986.0,81
Unbreakable,2000,"Drama, Mystery, Sci-Fi",75000000.0,4135302.0166666666,248118121.0,70
The Blair Witch Project,1999,"Horror, Mystery",60000.0,4143984.9833333334,248639099.0,86
The Mask of Zorro,1998,"Action, Adventure, Comedy",95000000.0,4171475.3833333333,250288523.0,83
The Godfather,1972,"Crime, Drama",6000000.0,4172363.6,250341816.0,97
Eragon,2006,"Action, Adventure, Family",100000000.0,4173758.533333333,250425512.0,70
You've Got Mail,1998,"Comedy, Drama, Romance",65000000.0,4180358.25,250821495.0,70
Enemy of the State,1998,"Action, Thriller",90000000.0,4180829.816666667,250849789.0,70
American Hustle,2013,"Crime, Drama",40000000.0,4186196.783333333,251171807.0,92
True Grit,2010,"Drama, Western",38000000.0,4204615.45,252276927.0,95
True Grit,2010,"Drama, Western",38000000.0,4204615.45,252276927.0,95
Hercules,1997,"Animation, Adventure, Comedy",100000000.0,4211868.35,252712101.0,82
Hercules,1997,"Animation, Adventure, Comedy",100000000.0,4211868.35,252712101.0,82
Hercules,1997,"Animation, Adventure, Comedy",100000000.0,4080331.033333333,244819862.0,82
Hercules,1997,"Animation, Adventure, Comedy",100000000.0,4080331.033333333,244819862.0,82
Pixels,2015,"Action, Comedy, Fantasy",88000000.0,4081246.816666667,244874809.0,18
Back to the Future Part III,1990,"Adventure, Comedy, Sci-Fi",40000000.0,4084626.3833333333,245077583.0,80
Hulk,2003,"Action, Sci-Fi",137000000.0,4088086.0833333335,245285165.0,62
Dark Shadows,2012,"Comedy, Fantasy, Horror",150000000.0,4092119.15,245527149.0,35
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action, Adventure, Comedy",135000000.0,4093730.8,245623848.0,37
Face/Off,1997,"Action, Crime, Sci-Fi",80000000.0,4094602.433333333,245676146.0,92
Four Weddings and a Funeral,1994,"Comedy, Drama, Romance",6000000.0,4095013.8666666667,245700832.0,96
Rango,2011,"Animation, Action, Adventure",135000000.0,4095410.05,245724603.0,88
The Peanuts Movie,2015,"Animation, Adventure, Comedy",99000000.0,4103885.216666667,246233113.0,87
Grown Ups 2,2013,Comedy,80000000.0,4116404.6333333333,246984278.0,8
Dumb and Dumber,1994,Comedy,16000000.0,4121505.45,247290327.0,68
Love Actually,2003,"Comedy, Drama, Romance",40000000.0,4132220.8,247933248.0,64
Die Hard 2,1990,"Action, Thriller",70000000.0,4000521.2333333334,240031274.0,70
Resident Evil: Retribution,2012,"Action, Horror, Sci-Fi",65000000.0,4002654.25,240159255.0,28
Click,2006,"Comedy, Drama, Fantasy",82500000.0,4011422.1,240685326.0,34
Eraser,1996,"Action, Crime, Thriller",100000000.0,4038259.3666666667,242295562.0,42
RoboCop,1987,"Action, Crime, Sci-Fi",120000000.0,4044816.0833333335,242688965.0,91
RoboCop,1987,"Action, Crime, Sci-Fi",120000000.0,4044816.0833333335,242688965.0,91
Daddy's Home,2015,"Comedy, Family",50000000.0,4046435.6166666667,242786137.0,30
8 Mile,2002,"Drama, Music",41000000.0,4047917.966666667,242875078.0,75
A Few Good Men,1992,"Drama, Thriller",40000000.0,4054002.966666667,243240178.0,84
After Earth,2013,"Action, Adventure, Sci-Fi",130000000.0,4060199.7,243611982.0,12
Journey to the Center of the Earth,2008,"Action, Adventure, Family",45000000.0,4070544.8,244232688.0,61
Journey to the Center of the Earth,2008,"Action, Adventure, Family",45000000.0,4070544.8,244232688.0,61
Alvin and the Chipmunks: The Road Chip,2015,"Animation, Adventure, Comedy",0.0,3913310.6,234798636.0,15
Big Daddy,1999,"Comedy, Drama",34200000.0,3913364.9166666665,234801895.0,39
American Reunion,2012,Comedy,50000000.0,3916493.066666667,234989584.0,45
American Pie,1999,Comedy,11000000.0,3924716.7333333334,235483004.0,61
Dead Poets Society,1989,"Comedy, Drama",16400000.0,3931001.933333333,235860116.0,84
A.I. Artificial Intelligence,2001,"Drama, Sci-Fi",100000000.0,3932109.2,235926552.0,75
2 Fast 2 Furious,2003,"Action, Crime, Thriller",76000000.0,3939177.683333333,236350661.0,36
Silver Linings Playbook,2012,"Comedy, Drama, Romance",21000000.0,3940207.55,236412453.0,92
Gulliver's Travels,2010,"Adventure, Comedy, Family",112000000.0,3956378.7333333334,237382724.0,20
Howl's Moving Castle,2004,"Animation, Adventure, Family",24000000.0,3958935.433333333,237536126.0,87
Batman & Robin,1997,"Action, Sci-Fi",125000000.0,3970595.316666667,238235719.0,12
Crocodile Dundee II,1988,"Action, Adventure, Comedy",0.0,3993436.8333333335,239606210.0,9
The Heat,2013,"Action, Comedy, Crime",43000000.0,3832179.5166666666,229930771.0,66
Space Jam,1996,"Animation, Adventure, Comedy",80000000.0,3843249.3666666667,230594962.0,43
Get Smart,2008,"Action, Adventure, Comedy",80000000.0,3844757.55,230685453.0,51
The English Patient,1996,"Drama, Romance, War",27000000.0,3866273.75,231976425.0,86
Mr. Bean's Holiday,2007,"Comedy, Family",25000000.0,3870431.8,232225908.0,51
Argo,2012,"Biography, Drama, Thriller",44500000.0,3872091.716666667,232325503.0,96
Juno,2007,"Comedy, Drama",7500000.0,3872878.0166666666,232372681.0,94
The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",90000000.0,3876957.1666666665,232617430.0,86
The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",90000000.0,3876957.1666666665,232617430.0,86
American Wedding,2003,Comedy,55000000.0,3878715.5833333335,232722935.0,53
The Day the Earth Stood Still,2008,"Adventure, Drama, Sci-Fi",80000000.0,3884897.65,233093859.0,20
The Day the Earth Stood Still,2008,"Adventure, Drama, Sci-Fi",80000000.0,3884897.65,233093859.0,20
The Imitation Game,2014,"Biography, Drama, Thriller",14000000.0,3892595.1333333333,233555708.0,90
The Social Network,2010,"Biography, Drama",40000000.0,3748672.9166666665,224920375.0,96
Jumper,2008,"Action, Adventure, Sci-Fi",85000000.0,3752201.8833333333,225132113.0,15
Good Will Hunting,1997,"Drama, Romance",10000000.0,3765557.25,225933435.0,97
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure, Family, Fantasy",95000000.0,3774953.4833333334,226497209.0,49
Taken,2008,"Action, Crime, Thriller",25000000.0,3780629.3333333335,226837760.0,59
Immortals,2011,"Action, Drama, Fantasy",75000000.0,3781733.6166666667,226904017.0,49
Elf,2003,"Adventure, Comedy, Family",32000000.0,3789269.2666666666,227356156.0,85
Out of Africa,1985,"Biography, Drama, Romance",31000000.0,3791903.4166666665,227514205.0,61
The Green Hornet,2011,"Action, Comedy, Crime",120000000.0,3796954.1333333333,227817248.0,44
Ghost Rider,2007,"Action, Fantasy, Thriller",110000000.0,3812306.55,228738393.0,27
Ghostbusters,1984,"Action, Comedy, Fantasy",144000000.0,3819125.15,229147509.0,95
It's Complicated,2009,"Comedy, Drama, Romance",85000000.0,3651727.5833333335,219103655.0,59
What Happens in Vegas,2008,"Comedy, Romance",35000000.0,3656259.3666666667,219375562.0,25
Green Lantern,2011,"Action, Adventure, Sci-Fi",200000000.0,3664186.2,219851172.0,26
Knocked Up,2007,"Comedy, Romance",30000000.0,3665373.6166666667,219922417.0,89
Collateral,2004,"Action, Crime, Drama",65000000.0,3670665.4166666665,220239925.0,86
Scary Movie 3,2003,Comedy,48000000.0,3677886.95,220673217.0,35
Wild Wild West,1999,"Action, Comedy, Sci-Fi",170000000.0,3701744.683333333,222104681.0,16
Non-Stop,2014,"Action, Mystery, Thriller",50000000.0,3713493.3333333335,222809600.0,61
Yes Man,2008,"Comedy, Romance",70000000.0,3720693.95,223241637.0,46
Flightplan,2005,"Drama, Mystery, Thriller",55000000.0,3723121.65,223387299.0,37
Con Air,1997,"Action, Crime, Thriller",75000000.0,3733537.2333333334,224012234.0,58
Chicken Run,2000,"Animation, Adventure, Comedy",45000000.0,3747913.5166666666,224874811.0,97
Clear and Present Danger,1994,"Action, Crime, Drama",62000000.0,3598128.6166666667,215887717.0,80
Bad Teacher,2011,"Comedy, Romance",20000000.0,3603291.533333333,216197492.0,45
Valentine's Day,2010,"Comedy, Romance",52000000.0,3608808.8,216528528.0,18
Twins,1988,"Comedy, Crime",15000000.0,3610239.8,216614388.0,42
The Help,2011,Drama,25000000.0,3610651.8666666667,216639112.0,76
Million Dollar Baby,2004,"Drama, Sport",30000000.0,3612727.433333333,216763646.0,90
Central Intelligence,2016,"Action, Comedy, Crime",50000000.0,3616209.05,216972543.0,71
Dracula Untold,2014,"Action, Drama, Fantasy",70000000.0,3618738.0,217124280.0,25
Kingdom of Heaven,2005,"Action, Adventure, Drama",130000000.0,3635377.1166666667,218122627.0,39
Jack Reacher,2012,"Action, Mystery, Thriller",60000000.0,3639009.9166666665,218340595.0,63
The Prince of Egypt,1998,"Animation, Adventure, Drama",70000000.0,3643553.1333333333,218613188.0,79
Captain Phillips,2013,"Action, Biography, Crime",55000000.0,3646530.183333333,218791811.0,93
Little Women,2019,"Drama, Romance",18000000.0,3647394.0833333335,218843645.0,95
Little Women,2019,"Drama, Romance",18000000.0,3647394.0833333335,218843645.0,95
The Terminal,2004,"Comedy, Drama, Romance",60000000.0,3651668.066666667,219100084.0,61
"Crouching Tiger, Hidden Dragon",2000,"Action, Adventure, Drama",17000000.0,3558762.2666666666,213525736.0,97
The Aviator,2004,"Biography, Drama",116000000.0,3561999.033333333,213719942.0,86
Pulp Fiction,1994,"Crime, Drama",8000000.0,3565479.3666666667,213928762.0,92
The Bourne Identity,2002,"Action, Mystery, Thriller",60000000.0,3567237.066666667,214034224.0,84
Public Enemies,2009,"Action, Biography, Crime",80000000.0,3568410.3333333335,214104620.0,68
The Expendables 3,2014,"Action, Adventure, Thriller",90000000.0,3577626.283333333,214657577.0,31
Just Go with It,2011,"Comedy, Romance",80000000.0,3582426.5166666666,214945591.0,19
The Sorcerer's Apprentice,2010,"Action, Adventure, Family",150000000.0,3588062.3666666667,215283742.0,40
The Patriot,2000,"Action, Drama, History",110000000.0,3588239.033333333,215294342.0,62
Vertical Limit,2000,"Action, Adventure, Drama",75000000.0,3594397.65,215663859.0,48
Dracula,1992,"Drama, Fantasy, Horror",40000000.0,3597711.533333333,215862692.0,77
Ted 2,2015,Comedy,68000000.0,3597726.7666666666,215863606.0,44
Horrible Bosses,2011,"Comedy, Crime",35000000.0,3497309.316666667,209838559.0,69
The Others,2001,"Horror, Mystery, Thriller",0.0,3499117.283333333,209947037.0,84
Moonraker,1979,"Action, Adventure, Sci-Fi",34000000.0,3505134.9833333334,210308099.0,59
District 9,2009,"Action, Sci-Fi, Thriller",30000000.0,3514815.8333333335,210888950.0,90
Master and Commander: The Far Side of the World,2003,"Action, Adventure, Drama",150000000.0,3527042.25,211622535.0,85
Due Date,2010,"Comedy, Drama",65000000.0,3529680.4,211780824.0,39
Australia,2008,"Adventure, Drama, Romance",130000000.0,3529791.85,211787511.0,54
Fury,2014,"Action, Drama, War",68000000.0,3530378.283333333,211822697.0,76
End of Days,1999,"Action, Fantasy, Horror",100000000.0,3533150.716666667,211989043.0,11
Entrapment,1999,"Action, Crime, Romance",66000000.0,3540073.2666666666,212404396.0,40
Miss Congeniality,2000,"Action, Comedy, Crime",45000000.0,3545712.0,212742720.0,41
Bedtime Stories,2008,"Adventure, Comedy, Family",80000000.0,3547914.4,212874864.0,27
Into the Woods,2014,"Adventure, Comedy, Drama",50000000.0,3548372.8666666667,212902372.0,71
Braveheart,1995,"Biography, Drama, History",72000000.0,3553603.6,213216216.0,75
The Ugly Truth,2009,"Comedy, Romance",38000000.0,3426656.55,205599393.0,14
The Break-Up,2006,"Comedy, Drama, Romance",52000000.0,3427803.5,205668210.0,34
London Has Fallen,2016,"Action, Thriller",60000000.0,3429240.783333333,205754447.0,27
The Jungle Book,2016,"Adventure, Drama, Family",175000000.0,3430726.8666666667,205843612.0,94
The Jungle Book,2016,"Adventure, Drama, Family",175000000.0,3430726.8666666667,205843612.0,94
The Holiday,2006,"Comedy, Romance",85000000.0,3430836.15,205850169.0,51
Philadelphia,1993,Drama,26000000.0,3444640.6666666665,206678440.0,81
Paranormal Activity 3,2011,"Horror, Mystery",5000000.0,3450664.066666667,207039844.0,66
Traffic,2000,"Crime, Drama, Thriller",48000000.0,3458595.4166666665,207515725.0,92
The Fast and the Furious,2001,"Action, Crime, Thriller",38000000.0,3458625.15,207517509.0,53
S.W.A.T.,2003,"Action, Adventure, Crime",80000000.0,3462093.9833333334,207725639.0,48
Safe House,2012,"Action, Thriller",85000000.0,3467936.75,208076205.0,53
Me Before You,2016,"Drama, Romance",20000000.0,3471903.1,208314186.0,54
Tomorrowland,2015,"Action, Adventure, Family",190000000.0,3483927.8,209035668.0,50
Red Dragon,2002,"Crime, Drama, Thriller",78000000.0,3486604.966666667,209196298.0,69
Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy",125000000.0,3368079.2666666666,202084756.0,21
Patch Adams,1998,"Biography, Comedy, Drama",50000000.0,3371548.3666666667,202292902.0,21
Vanilla Sky,2001,"Fantasy, Mystery, Romance",68000000.0,3389805.683333333,203388341.0,43
Everest,2015,"Action, Adventure, Biography",55000000.0,3390459.7333333334,203427584.0,73
Yogi Bear,2010,"Animation, Adventure, Comedy",80000000.0,3391822.9,203509374.0,13
Hairspray,2007,"Comedy, Drama, Musical",50000000.0,3393795.8833333333,203627753.0,92
Hairspray,2007,"Comedy, Drama, Musical",50000000.0,3393795.8833333333,203627753.0,92
The Addams Family,1991,"Comedy, Fantasy",30000000.0,3406569.716666667,204394183.0,67
The Addams Family,1991,"Comedy, Fantasy",30000000.0,3406569.716666667,204394183.0,67
Eat Pray Love,2010,"Biography, Drama, Romance",60000000.0,3409900.2666666666,204594016.0,36
Ponyo,2008,"Animation, Adventure, Comedy",41677699.0,3413777.8,204826668.0,91
White House Down,2013,"Action, Drama, Thriller",150000000.0,3422778.95,205366737.0,51
JFK,1991,"Drama, History, Thriller",40000000.0,3423424.966666667,205405498.0,85
The Impossible,2012,"Adventure, Drama, History",42000000.0,3301453.533333333,198087212.0,81
Total Recall,1990,"Action, Adventure, Sci-Fi",65000000.0,3307786.1333333333,198467168.0,83
Total Recall,1990,"Action, Adventure, Sci-Fi",65000000.0,3307786.1333333333,198467168.0,83
50 First Dates,2004,"Comedy, Drama, Romance",75000000.0,3308682.2333333334,198520934.0,45
The Pacifier,2005,"Action, Comedy, Drama",56000000.0,3310614.466666667,198636868.0,21
City of Angels,1998,"Drama, Fantasy, Romance",55000000.0,3311418.566666667,198685114.0,87
Two Weeks Notice,2002,"Comedy, Romance",60000000.0,3317391.183333333,199043471.0,42
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",90000000.0,3330838.5833333335,199850315.0,42
The Hunt for Red October,1990,"Action, Adventure, Thriller",30000000.0,3341877.3833333333,200512643.0,88
Cats & Dogs,2001,"Action, Adventure, Comedy",60000000.0,3344791.533333333,200687492.0,53
Open Season,2006,"Animation, Adventure, Comedy",85000000.0,3346861.4833333334,200811689.0,49
Valkyrie,2008,"Drama, History, Thriller",75000000.0,3359091.95,201545517.0,62
21 Jump Street,2012,"Action, Comedy, Crime",42000000.0,3359755.466666667,201585328.0,85
Straight Outta Compton,2015,"Biography, Drama, History",28000000.0,3360583.183333333,201634991.0,89
Kindergarten Cop,1990,"Action, Comedy, Crime",15000000.0,3365961.466666667,201957688.0,53
The Intern,2015,"Comedy, Drama",35000000.0,3242744.533333333,194564672.0,59
